Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:03Z;3773347502;12.2475983999999;46.6204487999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:03Z;3773347503;12.248119;46.6204512999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:03Z;3773347504;12.2481127999999;46.6204535
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:03Z;3773347505;12.2481489;46.6204541
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:03Z;3773347506;12.2481489;46.6204541
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:03Z;3773347507;12.24811;46.6204544
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:03Z;3773347508;12.2481054;46.6204594
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:03Z;3773347509;12.2476286;46.6204621999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347510;12.2477309;46.6204675999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347511;12.2481320999999;46.6204741
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347512;12.2483480999999;46.620618
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347513;12.2483217;46.6206389999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347514;12.248395;46.6206499999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347515;12.248395;46.6206499999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347516;12.2484164;46.6206613
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347517;12.2483735;46.6206673
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347518;12.2484345;46.6206737999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347519;12.2483999;46.6206748
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347520;12.2484145;46.6206875
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347521;12.2484145;46.6206875
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347522;12.2501967;46.6208689999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347523;12.2501849;46.6208753
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347524;12.2501849;46.6208753
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347525;12.2502356999999;46.620887
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347526;12.2501558999999;46.6209107
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:04Z;3773347527;12.2485012;46.6209232
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347528;12.2485012;46.6209232
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347529;12.2484563;46.6209245
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347530;12.2502001;46.6209272999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347531;12.2485008;46.6209458
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347532;12.2484594;46.620947
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347535;12.2482445;46.6210804999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347538;12.2497592999999;46.6210969999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347539;12.2497041;46.6210997
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347540;12.2497041;46.6210997
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347541;12.2497700999999;46.6211907
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347542;12.2497167;46.6211946
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347543;12.2495218;46.6213442
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:05Z;3773347544;12.2494745;46.6213622
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347545;12.2495405;46.6213686999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347546;12.2494838;46.6213739
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347547;12.2494838;46.6213739
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347548;12.2494932999999;46.6213879
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347549;12.2473659;46.6216745999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347550;12.2473659;46.6216745999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347551;12.2473799;46.6216781999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347552;12.2473974;46.6216808
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347553;12.2473537;46.6217011
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347554;12.2473852;46.6217085999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347555;12.2489237;46.6219553999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347556;12.2489174;46.6219668999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347757;12.2489586;46.6219682999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347758;12.2489043;46.6219833999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347759;12.2489187;46.6219879
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347760;12.2489401;46.6219953
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347761;12.2489401;46.6219953
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347762;12.2500430999999;46.6220854999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:06Z;3773347763;12.2500430999999;46.6220854999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347764;12.25;46.6220866999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347765;12.2499974999999;46.6221606
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347766;12.2500391;46.6221618
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347767;12.2498558;46.6222753999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347768;12.2498961;46.6222848999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347769;12.2498369999999;46.6223080999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347770;12.2498369999999;46.6223080999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347771;12.2498722;46.6223189999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347772;12.2498048;46.6223469999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347773;12.2497414;46.622356
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347774;12.2498144999999;46.6223943999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347775;12.2497528;46.6224021
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:07Z;3773347776;12.2497528;46.6224021
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347777;12.2501713;46.6224069
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347778;12.2501449;46.6224290999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347779;12.2501449;46.6224290999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347780;12.2500298999999;46.6224406999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347781;12.2500298999999;46.6224406999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347782;12.2502461999999;46.6224464
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347783;12.2500012999999;46.6224533999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347784;12.2500465;46.6224581
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347785;12.2502198;46.6224673999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347786;12.2500193999999;46.6224684
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347787;12.2501738;46.6225639999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347788;12.2501738;46.6225639999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347789;12.2502032;46.6225644
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347790;12.2502028;46.622587
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347791;12.2501734;46.6225877999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347792;12.2504231;46.6226022
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347793;12.2504586999999;46.6226178
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:08Z;3773347794;12.2503183999999;46.6227562999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:09Z;3773347795;12.2503183999999;46.6227562999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:48:09Z;3773347796;12.2503501;46.6227661
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-06T07:40:40Z;3773347533;12.2482706;46.6210943
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-06T07:40:40Z;3773347534;12.2482764;46.6210870999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-06T07:40:40Z;3773347536;12.2482671;46.6210998999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-06T07:40:40Z;3773347537;12.2482367;46.6210935
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-06T08:04:54Z;3773347157;12.2478054;46.6166345
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-06T08:04:54Z;3773347178;12.2476914;46.6166642
CORTINA D'AMPEZZO;BELLUNO;Veneto;Lagazuoi-mines;2012;2012-07-15T13:24:38Z;1824499981;12.011645;46.5273042
LIVINALLONGO DEL COL DI LANA;BELLUNO;Veneto;Position Edelweiss;2013;2013-07-30T21:23:22Z;482985087;11.9882512;46.5263497999999
VIGO DI CADORE;BELLUNO;Veneto;Postazione Col Ciampon;2012;2012-06-18T18:31:11Z;1793467755;12.4768563;46.5093054
CAVASO DEL TOMBA;TREVISO;Veneto;Trincee Cesil;2013;2013-06-25T17:46:57Z;2360709607;11.8698803;45.8807230999999
PEDEROBBA;TREVISO;Veneto;;2013;2013-03-19T17:40:07Z;2210169747;11.9460494;45.8833239
SAN ZENONE DEGLI EZZELINI;TREVISO;Veneto;Trincee prima guerra mondiale;2013;2013-06-09T10:17:15Z;2337990254;11.8252606999999;45.7924395
DOBERDO' DEL LAGO;GORIZIA;Friuli-Venezia Giulia;;2010;2010-11-28T14:42:07Z;1010903009;13.5741034;45.8409884
RONCHI DEI LEGIONARI;GORIZIA;Friuli-Venezia Giulia;;2010;2010-05-23T22:56:50Z;746865273;13.5204029;45.8391592999999
RONCHI DEI LEGIONARI;GORIZIA;Friuli-Venezia Giulia;Sei Busi;2011;2011-01-15T18:41:18Z;1104945437;13.5089159;45.8435230999999
RONCHI DEI LEGIONARI;GORIZIA;Friuli-Venezia Giulia;trincea;2010;2010-05-31T19:18:47Z;760627414;13.528665;45.831028
SAGRADO;GORIZIA;Friuli-Venezia Giulia;Grande Guerra '15-'18;2013;2013-03-20T21:33:23Z;1705457560;13.5181909;45.8697067
SAVOGNA D'ISONZO;GORIZIA;Friuli-Venezia Giulia;;2012;2012-08-10T14:45:16Z;1860323375;13.5757648999999;45.874253
MONTESE;MODENA;Emilia-Romagna;fox holes WWII;2014;2014-08-18T17:09:57Z;3025050854;10.8963101;44.2092967
MONTESE;MODENA;Emilia-Romagna;fox holes WWII;2014;2014-08-18T17:09:57Z;3025050855;10.8958982;44.2094213
MONTESE;MODENA;Emilia-Romagna;fox holes WWII;2014;2014-08-18T17:09:57Z;3025050856;10.8958517;44.2097728
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;Emilia-Romagna;Trincee Linea Gotica;2014;2014-01-05T15:37:29Z;2611046366;11.01366;44.2869801
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;Emilia-Romagna;Trincee Linea Gotica;2014;2014-01-05T15:37:29Z;2611046369;11.0041443999999;44.2966428
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Emilia-Romagna;Trincee tedesche WWII;2014;2014-08-18T17:09:57Z;3025050853;10.8987583;44.2057571
CASOLA VALSENIO;RAVENNA;Emilia-Romagna;2° WW;2014;2014-08-16T19:46:40Z;3020920096;11.5793607;44.2178249999999
SANTA SOFIA;FORLI';Emilia-Romagna;San Paolo in Alpe;2010;2010-11-03T22:06:06Z;976138836;11.7996158999999;43.8771914
SCARPERIA E SAN PIERO;CITTA' METROPOLITANA DI FIRENZE;Toscana;Peabody peak;2015;2015-07-13T14:02:39Z;3649063268;11.3848123;44.0408161
CASTAGNETO CARDUCCI;LIVORNO;Toscana;Riparo dei Partigiani;2015;2015-01-22T18:38:35Z;2298521287;10.6138125999999;43.1037088
ROSIGNANO MARITTIMO;LIVORNO;Toscana;Bunker sul Fine e su Poggio Iberna;2013;2013-02-11T17:15:51Z;2150631570;10.4893111;43.4034306
SAN GIMIGNANO;SIENA;Toscana;Capanni dei Partigiani;2011;2011-04-11T09:34:44Z;1240702656;10.9977234;43.4567489
TUORO SUL TRASIMENO;PERUGIA;Umbria;Trasimeno (217 a.C.);2010;2010-01-13T17:42:43Z;613020424;12.0567180999999;43.2185579
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Memorial F. Paolone;2011;2011-02-03T11:34:48Z;1133648562;12.8060391;42.0185663999999
CASSINO;FROSINONE;Lazio;Battaglia Montecassino - Albaneta;2012;2012-04-30T20:36:22Z;1736653980;13.7976645999999;41.4978535999999
CASSINO;FROSINONE;Lazio;Casa del Dottore;2012;2012-04-30T20:40:36Z;1736656178;13.8039514;41.5011964999999
CASSINO;FROSINONE;Lazio;Linea Gustav;2013;2013-03-21T08:57:05Z;1751695082;13.8341528;41.4442729
SANT'ELIA FIUMERAPIDO;FROSINONE;Lazio;Fortini Tedeschi di Monte Cifalco;2012;2012-06-06T21:50:38Z;1778466951;13.8576762;41.5736399999999
VALLEMAIO;FROSINONE;Lazio;Battaglie Linea Gustav;2012;2012-05-05T08:00:05Z;1741128234;13.8335151;41.3388367
MAGLIANO DE' MARSI;L'AQUILA;Abruzzo;Battaglia Piani Palentini 1268;2013;2013-02-22T17:47:19Z;2167330060;13.3609138;42.0720206
CERIGNOLA;FOGGIA;Puglia;Battaglia di Cerignola;2013;2013-04-10T20:57:36Z;291279350;15.8784931;41.2671514999999
BARI;CITTA' METROPOLITANA DI BARI;Puglia;Campo alleato 1943;2015;2015-04-27T09:09:38Z;3419406415;16.8176609;41.0819248
BARI;CITTA' METROPOLITANA DI BARI;Puglia;Campo di prigionia Torre Tresca;2015;2015-03-26T10:55:17Z;3419428382;16.8490287;41.0887231999999
GIOIOSA MAREA;CITTA' METROPOLITANA DI MESSINA;Sicilia;Muro di Garibaldi;2013;2013-08-15T16:21:20Z;2419970430;14.9080806999999;38.1844050999999
MONFORTE SAN GIORGIO;CITTA' METROPOLITANA DI MESSINA;Sicilia;;2015;2015-01-24T09:47:16Z;3307205749;15.3833692;38.1562679
CATANIA;CITTA' METROPOLITANA DI CATANIA;Sicilia;Scacco di Ognina;2013;2013-03-28T12:38:32Z;2231799132;15.1165976;37.5304872
CARENNO;LECCO;Lombardia;Passo del Pertüs;2014;2014-08-22T14:27:10Z;1338312637;9.4772243;45.8184642
ISOLA DI CAPO RIZZUTO;CROTONE;Calabria;Trincee della Seconda Guerra Mondiale;2014;2014-08-26T19:51:19Z;3044385455;17.0953403;38.8937810999999
CANNOBIO;VERBANIA;Piemonte;;2011;2011-08-27T16:11:35Z;1414937168;8.70088619999999;46.0594461
BARLETTA;BARLETTA-ANDRIA-TRANI;Puglia;Battaglia di Canne;2015;2015-07-27T06:07:46Z;600406059;16.1490554999999;41.3048452999999
SPINAZZOLA;BARLETTA-ANDRIA-TRANI;Puglia;Ex Sito Jupiter Spinazzola;2015;2015-10-22T19:30:42Z;2232464121;16.1818114;40.9620287999999
XfHAE;ADGNARNGT;ADGMRWQMY;SFHMS;SFHMSH;SFHMSGH;SFHMSFHM;XV;SRTJEYJ
